epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,6600.27,0.86892,0.60063,1.06143,0.76339,0.70934,0.78097,0.53727,1.2465,1.13454,1.40314,0.0027136,0.0027136,0.0027136
186,6635.96,0.85771,0.59699,1.06257,0.75384,0.71434,0.77109,0.53252,1.2612,1.12978,1.42071,0.002674,0.002674,0.002674
187,6671.68,0.84735,0.59868,1.05959,0.77785,0.69031,0.77226,0.53068,1.25126,1.12745,1.42034,0.0026344,0.0026344,0.0026344
188,6707.55,0.85304,0.58996,1.05645,0.72674,0.73119,0.77125,0.53464,1.24254,1.13551,1.408,0.0025948,0.0025948,0.0025948
189,6742.84,0.85923,0.59711,1.05808,0.73961,0.7047,0.76755,0.53253,1.25989,1.16335,1.43321,0.0025552,0.0025552,0.0025552
190,6778.09,0.8466,0.5912,1.05592,0.7432,0.71902,0.77378,0.53787,1.25265,1.17747,1.42519,0.0025156,0.0025156,0.0025156
191,6814.08,0.85967,0.5976,1.062,0.75269,0.71397,0.77267,0.53534,1.24105,1.15869,1.40315,0.002476,0.002476,0.002476
192,6852.09,0.84828,0.59087,1.05269,0.754,0.72202,0.7689,0.53125,1.24733,1.13425,1.41862,0.0024364,0.0024364,0.0024364
193,6887.92,0.84149,0.58565,1.05337,0.77077,0.68567,0.76063,0.5297,1.22783,1.14466,1.40756,0.0023968,0.0023968,0.0023968
194,6923.7,0.8362,0.58761,1.04849,0.7392,0.71577,0.76577,0.53609,1.22683,1.1377,1.39453,0.0023572,0.0023572,0.0023572
195,6960,0.84532,0.59549,1.05707,0.76021,0.71827,0.77138,0.53737,1.24259,1.13546,1.40495,0.0023176,0.0023176,0.0023176
196,6994.9,0.82807,0.58228,1.04592,0.76944,0.72624,0.77422,0.52995,1.24344,1.13785,1.40536,0.002278,0.002278,0.002278
197,7031.07,0.82677,0.57958,1.04477,0.7744,0.70429,0.77175,0.5332,1.24165,1.11629,1.41127,0.0022384,0.0022384,0.0022384
198,7066.22,0.839,0.58868,1.05297,0.73111,0.75702,0.7709,0.53121,1.23588,1.13238,1.41182,0.0021988,0.0021988,0.0021988
199,7103.86,0.8365,0.58839,1.04963,0.76971,0.70179,0.76845,0.52958,1.25044,1.14448,1.42247,0.0021592,0.0021592,0.0021592
200,7139.97,0.82657,0.5768,1.04171,0.7393,0.72293,0.76957,0.53083,1.2432,1.14921,1.41674,0.0021196,0.0021196,0.0021196
201,7175.82,0.8306,0.58946,1.04559,0.7269,0.73989,0.76792,0.53142,1.248,1.14546,1.41697,0.00208,0.00208,0.00208
202,7211.71,0.8339,0.58404,1.05174,0.72125,0.7451,0.76578,0.53052,1.25098,1.15183,1.42548,0.0020404,0.0020404,0.0020404
203,7247.3,0.81897,0.57041,1.04139,0.73018,0.73759,0.76997,0.52921,1.24955,1.13855,1.41899,0.0020008,0.0020008,0.0020008
204,7283.13,0.80788,0.56565,1.03711,0.75205,0.71641,0.76873,0.52956,1.24434,1.15691,1.42038,0.0019612,0.0019612,0.0019612
205,7319.4,0.82108,0.57172,1.04363,0.73483,0.70643,0.76169,0.53009,1.25183,1.16784,1.43608,0.0019216,0.0019216,0.0019216
206,7357.72,0.82128,0.57399,1.04219,0.69055,0.76644,0.76419,0.52947,1.25461,1.18301,1.44073,0.001882,0.001882,0.001882
207,7393.66,0.81632,0.575,1.03764,0.75376,0.70574,0.76303,0.52389,1.25434,1.18624,1.44253,0.0018424,0.0018424,0.0018424
208,7429.18,0.80711,0.56218,1.03845,0.7212,0.73778,0.76205,0.52219,1.25321,1.18619,1.45005,0.0018028,0.0018028,0.0018028
209,7465.11,0.81237,0.57194,1.0379,0.70843,0.73729,0.76097,0.5279,1.2369,1.22874,1.43159,0.0017632,0.0017632,0.0017632
210,7500.9,0.81217,0.57272,1.03837,0.7216,0.73773,0.76609,0.52962,1.21563,1.23701,1.41205,0.0017236,0.0017236,0.0017236
211,7535.85,0.79987,0.56357,1.03028,0.72754,0.74231,0.76499,0.52906,1.21772,1.21242,1.41344,0.001684,0.001684,0.001684
212,7571.85,0.8025,0.56446,1.02943,0.72829,0.72152,0.75515,0.52622,1.23538,1.21209,1.43394,0.0016444,0.0016444,0.0016444
213,7610.15,0.79975,0.56207,1.0365,0.72853,0.71612,0.75496,0.52592,1.23664,1.2323,1.43069,0.0016048,0.0016048,0.0016048
214,7646.08,0.79905,0.54894,1.0325,0.71453,0.73439,0.76073,0.52549,1.2336,1.22577,1.4252,0.0015652,0.0015652,0.0015652
215,7681.91,0.78959,0.55366,1.03126,0.72854,0.72016,0.76251,0.52857,1.23154,1.22371,1.42514,0.0015256,0.0015256,0.0015256
216,7717.73,0.79178,0.54884,1.03066,0.76077,0.69905,0.76096,0.52957,1.22607,1.25015,1.42225,0.001486,0.001486,0.001486
217,7753.66,0.79385,0.54665,1.03054,0.762,0.69965,0.75894,0.5306,1.2219,1.23975,1.41932,0.0014464,0.0014464,0.0014464
218,7789,0.78736,0.54706,1.0278,0.76844,0.69115,0.75762,0.5283,1.22286,1.22959,1.42392,0.0014068,0.0014068,0.0014068
219,7825.22,0.79268,0.55612,1.03232,0.77248,0.68747,0.75799,0.5266,1.23,1.23581,1.4306,0.0013672,0.0013672,0.0013672
220,7863.72,0.79117,0.55698,1.02956,0.77589,0.68727,0.76152,0.52825,1.22979,1.21822,1.4373,0.0013276,0.0013276,0.0013276
221,7899.53,0.79016,0.55391,1.03007,0.76963,0.68996,0.76108,0.5283,1.23436,1.23409,1.44082,0.001288,0.001288,0.001288
222,7935.1,0.78891,0.55545,1.02762,0.75626,0.70074,0.76012,0.52991,1.23407,1.23826,1.43867,0.0012484,0.0012484,0.0012484
223,7970.49,0.77316,0.54524,1.02193,0.76429,0.69159,0.7633,0.53194,1.23453,1.22201,1.43933,0.0012088,0.0012088,0.0012088
224,8006.7,0.78842,0.55589,1.02968,0.76322,0.69329,0.76395,0.53102,1.22821,1.21496,1.4339,0.0011692,0.0011692,0.0011692
225,8042.49,0.77985,0.54372,1.02149,0.75314,0.69356,0.76076,0.52814,1.2319,1.21748,1.43713,0.0011296,0.0011296,0.0011296
226,8078.69,0.78571,0.54791,1.02282,0.72888,0.70754,0.75785,0.52499,1.23442,1.21018,1.43611,0.00109,0.00109,0.00109
227,8114.42,0.7732,0.54585,1.02129,0.74119,0.71559,0.76179,0.52587,1.22883,1.20702,1.43127,0.0010504,0.0010504,0.0010504
228,8150.72,0.77257,0.54313,1.01901,0.75079,0.72117,0.76337,0.5249,1.23439,1.20068,1.4399,0.0010108,0.0010108,0.0010108
229,8186.87,0.77089,0.54104,1.02219,0.74381,0.72476,0.7619,0.52416,1.23811,1.20529,1.44318,0.0009712,0.0009712,0.0009712
230,8222.64,0.77915,0.54412,1.02558,0.7394,0.73266,0.76298,0.52848,1.23605,1.20286,1.44089,0.0009316,0.0009316,0.0009316
231,8258.81,0.77069,0.53949,1.01804,0.72906,0.72941,0.76103,0.52909,1.23858,1.21544,1.44354,0.000892,0.000892,0.000892
232,8294.95,0.76397,0.53504,1.01809,0.72067,0.73637,0.76308,0.5287,1.2349,1.22406,1.44186,0.0008524,0.0008524,0.0008524
233,8331.22,0.76877,0.54289,1.02128,0.75728,0.70498,0.76168,0.52827,1.23581,1.22468,1.44797,0.0008128,0.0008128,0.0008128
234,8368.78,0.76816,0.53929,1.01942,0.74185,0.71328,0.7585,0.52628,1.23286,1.22077,1.44958,0.0007732,0.0007732,0.0007732
235,8406.14,0.76635,0.53537,1.01991,0.7399,0.71113,0.75657,0.52544,1.23337,1.23388,1.45173,0.0007336,0.0007336,0.0007336
236,8442.56,0.74918,0.52979,1.01323,0.7408,0.71167,0.75551,0.52487,1.23562,1.23168,1.45485,0.000694,0.000694,0.000694
237,8479.27,0.75144,0.52938,1.0148,0.75509,0.70402,0.75684,0.52358,1.23683,1.23877,1.45672,0.0006544,0.0006544,0.0006544
238,8515.81,0.75208,0.52741,1.01492,0.75714,0.70285,0.75503,0.52356,1.23578,1.24193,1.45785,0.0006148,0.0006148,0.0006148
239,8551.49,0.75395,0.53422,1.01439,0.76162,0.70256,0.7609,0.52746,1.23366,1.22218,1.46212,0.0005752,0.0005752,0.0005752
240,8587.75,0.74744,0.5252,1.01204,0.7756,0.68456,0.76044,0.52819,1.23502,1.22259,1.46293,0.0005356,0.0005356,0.0005356
241,8626.52,0.77324,0.46828,1.01316,0.75806,0.70051,0.7575,0.52378,1.23141,1.20898,1.4595,0.000496,0.000496,0.000496
242,8661.12,0.71832,0.43932,0.985,0.75387,0.70104,0.7535,0.52152,1.22662,1.18033,1.4607,0.0004564,0.0004564,0.0004564
243,8695.41,0.69909,0.42901,0.9765,0.75469,0.68928,0.74984,0.52014,1.22679,1.17951,1.46278,0.0004168,0.0004168,0.0004168
244,8729.7,0.69854,0.42844,0.97457,0.7436,0.70637,0.7476,0.5199,1.22628,1.17572,1.46463,0.0003772,0.0003772,0.0003772
245,8764.37,0.68617,0.4195,0.96909,0.7437,0.70748,0.74826,0.52286,1.22613,1.17698,1.46549,0.0003376,0.0003376,0.0003376
246,8798.45,0.68206,0.42207,0.97215,0.73783,0.70157,0.74864,0.52286,1.22906,1.17846,1.47006,0.000298,0.000298,0.000298
247,8831.96,0.67795,0.41464,0.9697,0.73887,0.70089,0.74866,0.52297,1.22633,1.1706,1.46896,0.0002584,0.0002584,0.0002584
248,8865.68,0.67911,0.41662,0.96841,0.73887,0.69606,0.75142,0.52526,1.21636,1.17098,1.45872,0.0002188,0.0002188,0.0002188
249,8902.44,0.67535,0.41341,0.96902,0.71946,0.71966,0.75101,0.52571,1.21295,1.16897,1.45789,0.0001792,0.0001792,0.0001792
250,8936.62,0.66836,0.41001,0.96416,0.77489,0.66566,0.74879,0.52511,1.21156,1.16969,1.45591,0.0001396,0.0001396,0.0001396
